question_id,answer_id,review_priority,candidate_type,teacher_score,reference_score_key,reference_score,teacher_minus_reference,absolute_difference,candidate_threshold,centered_residual,outlier_threshold,candidate_reasons,question_median_residual,question_systematic_bias,max_score,model_avg_score,selected_baseline_score,three_way_core_score,final_calibrated_score,route,std_dev,extraction_quality,U_E,U_S,U_R,confounds,human_decision,corrected_score,review_note,raw_text,student_image
CO_3,ANS_CO_243,P2,possible_teacher_over_score,5.0,three_way_core_score,1.3,3.7,3.7,2.5,2.2,2.5,absolute_disagreement,1.5,True,10.0,2.3,2.3,1.3,1.3,BND,1.6997,high,0.0,1.0,0.333333,unstable_model_judgements,,,,"①x - 2y：X补码=0011 0110 (2y)补=1010 1000 [-2y]补=0101 1000 X补 + (-2y)补=1000 1110 =8DH OF=0 未溢出
②(x÷4)=0000 1001
2Z溢出为AAH
(x÷4)+2Z=09H+AAH=B3H.
OF=1",data/csbench/student_images/CO_3/ANS_CO_243.png
CO_3,ANS_CO_196,P2,possible_teacher_over_score,8.0,three_way_core_score,4.7,3.3,3.3,2.5,1.8,2.5,absolute_disagreement,1.5,True,10.0,4.7,4.7,4.7,4.7,BND,1.3123,high,0.0,1.0,0.0,unstable_model_judgements,,,,"[x]补=36H=00111010B [y]补=54H=01010100B [z]补=D5H=11010101B
 [x-2y]补=[x]补+[-2y]补 [-y]补=10101100 [2y]补=01011000 符号位左移时发生了变化，结果溢出. [x-2y]补=0011010+01011000=10010010=92H 结果溢出. x-2y=36H=3×16+6-(5×16+4)×2=-114 (x÷4)=00001110B [2z]补=10101010B [x÷4+2z]补=00001110+10101010=1011100=B8H 
x÷4+2z=-72 结果无溢出.",data/csbench/student_images/CO_3/ANS_CO_196.png
CO_3,ANS_CO_227,P2,possible_teacher_over_score,9.0,three_way_core_score,5.7,3.3,3.3,2.5,1.8,2.5,absolute_disagreement,1.5,True,10.0,6.7,6.7,5.7,5.7,BND,1.2472,high,0.0,1.0,0.166667,unstable_model_judgements,,,,"解：X的0补码为00110110
Y的补码为01010100
2的补码为1101010
[X-2Y]补=[X]补+[-Y]补+[-Y]补=10001110=8EH
结果没有发生溢出  X-2Y的正确结果为-114
[(X÷4)+2X]补=[X÷4]补+[X]补+[Z]补=1011011=B7H
结果没有发生溢出  (X÷4)+2Z的正确结果为-73",data/csbench/student_images/CO_3/ANS_CO_227.png
CO_3,ANS_CO_230,P2,possible_teacher_over_score,8.0,three_way_core_score,4.8,3.2,3.2,2.5,1.7,2.5,absolute_disagreement,1.5,True,10.0,3.8,3.8,4.8,4.8,BND,1.0274,high,0.0,1.0,0.166667,unstable_model_judgements,,,,"X:16H
补:0011 00110
Y:54H
补:0101 0100
Z:D5H
补:1101 0101
-y:10101100
X-2Y = X-Y -Y
= 10001110 = 8EH
OF=1
X÷4右移2位
0000 1101  
+ 1101 0101
1110 0010  
11 01 0101
10 11 0111
D7H
OF=1",data/csbench/student_images/CO_3/ANS_CO_230.png
CO_3,ANS_CO_248,P2,possible_teacher_over_score,7.0,three_way_core_score,4.0,3.0,3.0,2.5,1.5,2.5,absolute_disagreement,1.5,True,10.0,2.0,2.0,4.0,4.0,BND,1.633,high,0.0,1.0,0.333333,a3wa_changed_score_materially|unstable_model_judgements,,,,"由题可得：
x: 0011 0110
y: 0101 0100
[x-2y]补=[x]补+[-2y]补
=[0011 0110]补+[0101 1110]补
=[1110 0100]补 =90H
x: 符号位 0；y 符号位 0
结果符号位为 1（M）
M = 非x非yz + xy非z
1 = 1 + 0 成立，
没有发生溢出
对于(x÷4)+2z
① x÷4 相当于左移2位，
即 结果为 0000 1101 10 ⇒ 0000 1110
z: 1101 0101
2z 1 1010 1010
即 (x÷4)+2z
= 1011 1000 = B8H

即 发生溢出，因为 x÷4 符号位
为0，z符号位为1，结果符号位为1
不符号溢出没有发生溢出条件. 1≠011+01非1",data/csbench/student_images/CO_3/ANS_CO_248.png
CO_3,ANS_CO_211,P2,possible_teacher_over_score,9.0,three_way_core_score,6.3,2.7,2.7,2.5,1.2,2.5,absolute_disagreement,1.5,True,10.0,8.3,8.3,6.3,6.3,BND,0.4714,high,0.0,0.5,0.166667,a3wa_changed_score_materially,,,,"[X]补 = 36H
= 00110110 b
[Y]补 = 54H
= 0101010 00b
[Z]补 = D5H
= 11010101 b
[-Y]补 = 10101100 b
[X-2Y]补 = [X-Y-Y]补
= [X]补 + [-Y]补 + [-Y]补
= 00110110 + 10101100 + 10101100
= 10001110 b  OF =1
= 8EH
OF =1
(4)0=0100 b
 X÷4等价为X右移2位.
[X÷4]补 = 0000 1101 b
[ (X÷4) + 2Z ]补
= [ (X÷4) + z + z ]补
= 0000 1101 + 11010101 + 11010101
= 1011 0111 b 
= B7H
OF =1
+4",data/csbench/student_images/CO_3/ANS_CO_211.png
CO_3,ANS_CO_186,P2,possible_teacher_over_score,9.0,three_way_core_score,6.5,2.5,2.5,2.5,1.0,2.5,absolute_disagreement,1.5,True,10.0,8.0,8.0,6.5,6.5,BND,0.7071,high,0.0,0.75,0.0,a3wa_changed_score_materially,,,,"解: X=000110110 y=001010100 Z=111010101 采用双符号位
∴ X-2y = (X)补 + (-2y)补
∵2y 相当于将y左移一位 2y=010101000 ∴2y发生溢出
∴X-2y= x-y -y = (x)补 +(-y)补 +(-y)补 = 000110110 + 110101100 + 110101100
= 110001110 = 8E 未溢出.
∴(X÷4)+2Z ∵X÷4相当于X左移2位. ∴X÷4= 000001101
∵2Z = 110101010
∴(X÷4)+2Z = 000001101 + 11101010
= 110110111 = B7 未溢出.",data/csbench/student_images/CO_3/ANS_CO_186.jpg
CO_3,ANS_CO_197,P2,possible_teacher_under_score,1.0,three_way_core_score,3.3,-2.3,2.3,2.5,-3.8,2.5,within_question_outlier,1.5,True,10.0,3.3,3.3,3.3,3.3,POS,0.4714,high,0.0,0.5,0.0,,,,,"X 补码 36H=00110110
y 补码 54H=01010100
Z 补码 D5H=11010101
x-2y: 先算[2y]补，补码一位乘，乘数为2=10.
01010100 × 10.
再算[x-2y]补=[x补]+[-2y]补.
补码一位加.
(X÷4)+2z 先算X÷4 [X÷4]补，补码一位除 再求其原码
再算[2z]补 补码一位乘，乘数为2=10
最后算 (X÷4)补+[2z]补 再求其原码.",data/csbench/student_images/CO_3/ANS_CO_197.png
CO_3,ANS_CO_195,P2,possible_teacher_under_score,8.0,three_way_core_score,10.0,-2.0,2.0,2.5,-3.5,2.5,within_question_outlier,1.5,True,10.0,10.0,10.0,10.0,10.0,POS,0.0,high,0.0,0.0,0.0,,,,,"① [x-2y]补=[x]补+[-2y]补
∵[y]补=01010100
[2y]补=10101000
[-2y]补=01011000
∴[x-2y]补=00110110+01011000
=10001110
∵fA=0,fB=0,fs=1
∴非fA非fs+fAfB非fs=1
∴结果发生溢出,OF=1
②(X÷4)+2Z
[X]补右移2位得到[X÷4]补=00001101
[(X÷4)+2Z]补=[X÷4]补+2[Z]补
=10110111
∵fA=0,fB=1,fs=1
∴非fA非fs+fAfB非fs=0
∴结果没有溢出,OF=0",data/csbench/student_images/CO_3/ANS_CO_195.jpg
CO_3,ANS_CO_178,P2,possible_teacher_under_score,8.0,three_way_core_score,9.5,-1.5,1.5,2.5,-3.0,2.5,within_question_outlier,1.5,True,10.0,9.5,9.5,9.5,9.5,BND,0.4082,high,0.0,0.5,0.333333,,,,,"[X]补=(36H)16=(00110110)2
[Y]补=154H)16=(01010100)2
[-2y]补=01011000
[X-2y]补=[X]补+[-2Z]补=10001110
则可知，参与运算的数的符号位为fA=0,fB=0.
结果的符号位为fS=1,由符号位法有
OF=fAfB非fS+非fA非fBfS=0+1=1 故结果溢出
(2)[X÷4]补=[0001101]2
[z]补=(11010101)2
[2Z]补=(10101010)2
[(X÷4)+2Z]补=[X÷4]补+[2Z]补=10110111
可知,参与运算的数的符号位为fA=0,fB=1,结果的符号位为fS=1
OF=fAfB非fS+非fA非fBfS=0
故未溢出",data/csbench/student_images/CO_3/ANS_CO_178.jpg
CO_3,ANS_CO_164,P2,possible_teacher_under_score,3.0,three_way_core_score,4.0,-1.0,1.0,2.5,-2.5,2.5,within_question_outlier,1.5,True,10.0,3.0,3.0,4.0,4.0,BND,0.8165,high,0.0,1.0,0.0,,,,,"[X]补=36H=00110110
[X]原=00110110 
[Y]补=54H=01010100
[Y]原=01010100
[Z]补=D5H=11010101
[Z]原=10101011
X-2Y=11110000
(X-2Y)补=100100000
(c+=1)
(c=1)
∴c+⊕c=0
∴无溢出
x÷4+2z=
结果溢出",data/csbench/student_images/CO_3/ANS_CO_164.jpg
CO_4,ANS_CO_698,P1,possible_teacher_over_score,11.0,three_way_core_score,1.8,9.2,9.2,5.0,7.2,5.0,absolute_disagreement|within_question_outlier,2.0,False,20.0,1.8,1.8,1.8,1.8,BND,0.6236,high,0.2,0.375,0.2,,,,,"(1)主存字块标记 组地址 块内地址: 15 5 3 
(2)2D07FF H = 0010 1101 0000 0111 1111 1111 由上表可知，0101 1010 0000 0111 为主存块标记 由于表内找不到相应数据，所以此次访问Cache未命中，即不命中。 
7F0057H = 0111 1111 0000 0000 0101 0111 可知，主存标记号为0111 1111 0000 对应表内Cache块1和块3，此次访问Cache命中，即命中。",data/csbench/student_images/CO_4/ANS_CO_698.jpg
CO_4,ANS_CO_747,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,5.0,6.0,5.0,absolute_disagreement|within_question_outlier,2.0,False,20.0,1.3,1.3,0.0,0.0,BND,0.9428,high,0.0,0.5,0.166667,,,,,"(1)主存： 块内地址 块号
   21 2
Cache 话块数 块地址 块号
21 9 2
(2) 能；不能。
2D07 FFH → 0010 1101 0000 0111 1111 1111
去掉块号后两位
→ 1111110 对应为块标记 块3
7F0057H → 取后10位 000101 0111 +对01010|111 不符合块标记",data/csbench/student_images/CO_4/ANS_CO_747.png
CO_4,ANS_CO_674,P1,possible_teacher_over_score,11.0,three_way_core_score,4.55,6.45,6.45,5.0,4.45,5.0,absolute_disagreement,2.0,False,20.0,6.3,6.3,4.55,4.55,BND,0.9428,high,0.1,0.5,0.266667,,,,,"解：(1)32÷2=8组。主存单元按字节编址则8MB/2KB 标记 组地址 块内地址 
8位 4位 11位
 (2) 2D07FFH=0010 1101 0000 010101 1111 1111B 时能在Cache中访问到该单元数据
7F0057H=0111 1111 0000 0000 0101 0111时
能在Cache中访问到该单元的数据",data/csbench/student_images/CO_4/ANS_CO_674.jpg
CO_4,ANS_CO_700,P1,possible_teacher_over_score,16.0,three_way_core_score,9.8,6.2,6.2,5.0,4.2,5.0,absolute_disagreement,2.0,False,20.0,9.8,9.8,9.8,9.8,POS,0.2357,high,0.0,0.125,0.2,,,,,"8MB=2²³B ∴主存共23位(按字节编址). 
2KB=2¹¹B ∴主存的块内地址为11位. Cache可放32个主存块,Cache块和主存块大小相同. ∴共有2⁵个,每两个一组2⁵÷2=2³组 23-11-4=8 主存块标记 Cache组号 块内地址 8位 4位 11位 每组两个Cache块,2^1,1位组块内字块地址. 
Cache组号 Cache组内块号 块内地址 4位 7位 11位 
2^4组，4位组号，11位块内地址
(2)2D07FFH=001011010000011111111111 B 舍去第一位0,共23位,前位为010110,为主存块号,显然该块号在Cache中未有的第2块标记,所以可以在Cache中访问到. 7F0057H=011111110000000001010111 B 舍去第一位,块号为1111110,为Cache第3号块标记,所以可以在Cache中访问到 标记",data/csbench/student_images/CO_4/ANS_CO_700.png
CO_4,ANS_CO_720,P1,possible_teacher_over_score,20.0,three_way_core_score,14.0,6.0,6.0,5.0,4.0,5.0,absolute_disagreement,2.0,False,20.0,15.0,15.0,14.0,14.0,BND,1.8708,high,0.0,1.0,0.15,,,,,"(1)主存为8MB，则有23位。每块2kB，按字节编址，则块内地址位数为11位。Cache每组2块，则r=1。Cache中最多存放32个主存块，共有16组，q=4。主存S=23-4-11=8位。
主存结构和cache结构如图所示
(2)地址为2D07FFH时，对应010 1101 0000 0111 1111 1111 主存地址标记为01011010，不能在Cache中访问到数据 7F0057H，对应1111 0000 0000 0101 0111 
主存地址标记为111 11110，也能找到Cache块号为0",data/csbench/student_images/CO_4/ANS_CO_720.png
CO_4,ANS_CO_727,P1,possible_teacher_over_score,7.0,three_way_core_score,1.25,5.75,5.75,5.0,3.75,5.0,absolute_disagreement,2.0,False,20.0,3.0,3.0,1.25,1.25,BND,0.8165,high,0.3,0.5,0.383333,,,,,"解：(1). 8M=2^23 32×2k=2^15. 令2个最高位决定各字段的位算，位数为6. (2). 若CPU送出前地址为2D07FFH时. 不能访问到. 若CPU送出前地址为7F0057H时, 能访问到。",data/csbench/student_images/CO_4/ANS_CO_727.png
CO_4,ANS_CO_656,P1,possible_teacher_over_score,11.0,three_way_core_score,5.7,5.3,5.3,5.0,3.3,5.0,absolute_disagreement,2.0,False,20.0,5.7,5.7,5.7,5.7,POS,0.4714,high,0.1,0.25,0.183333,,,,,"解：(1).主存容量：8MB=2²³B，则主存地址
每块地址：2KB=2¹¹B，有11位，Cache块号：2²¹B/2¹¹B=2¹²B。
组：2¹²/2=2¹¹，有11位。
则主存地址格式如图所示
Cache地址格式如图所示
(2).地址为2D07FFH即0010110100000111 1111 1111，去掉块内地址，11位，
得0010110100000，查表不能找到该数据

地址为7F0057H即0111 1111 0000 0000 0101 0111，去掉块内地址，11位，
得011111110000，",data/csbench/student_images/CO_4/ANS_CO_656.jpg
CO_4,ANS_CO_662,P1,possible_teacher_under_score,14.0,three_way_core_score,19.3,-5.3,5.3,5.0,-7.3,5.0,absolute_disagreement|within_question_outlier,2.0,False,20.0,19.3,19.3,19.3,19.3,POS,0.9428,high,0.0,0.5,0.116667,,,,,"解：∵MB=2²³B ∴主存总长度为23
 32=2⁵，2KB=2¹¹B ∴块内长度为11 又∵每组两1块，∴2⁵÷2¹=2⁴ ∴Cache地址为4 ∴23-4-11=8 
主存地址 Cache地址 块内地址 8 4 11
 (2) 2D07FFH = 0001 1101 0000 0111 1111 1111 (B) ∴不能 
7F0057H=0111 1111 0000 0000 0101 0111 1-1 存在11111110 ∴能",data/csbench/student_images/CO_4/ANS_CO_662.jpg
CO_4,ANS_CO_758,P1,possible_teacher_over_score,9.0,three_way_core_score,3.7,5.3,5.3,5.0,3.3,5.0,absolute_disagreement,2.0,False,20.0,3.7,3.7,3.7,3.7,BND,0.9428,high,0.1,0.5,0.166667,,,,,"(1)解:由每块2kB可知，主块内地址为 2kB = 2¹⁰B 10位。由8MB/2kB =4k = 2¹²则tag为12位 由Cache中最多放32个块块，采用组相联，Cache每组2块可知
一共为32÷2=16组 = 2⁴组，则组索引为4位 
故主存 tag 组索引 块内 (12位) (4位) (10位) 
Cache 数据 tag 块内 (1位) (12位) (10位)
 (2) 由CPU送出2D07FFH可知 tag = 2D = 0010 1101
则由cache表可知未命中
则不能cache中访问到该单元的数据
 由CPU送出7F0057H可知 tag = 7F = 01111111 则由Cache表可知，不能在cache中访问到该单元的数据",data/csbench/student_images/CO_4/ANS_CO_758.png
CO_4,ANS_CO_647,P1,possible_teacher_over_score,14.0,three_way_core_score,8.8,5.2,5.2,5.0,3.2,5.0,absolute_disagreement,2.0,False,20.0,8.8,8.8,8.8,8.8,BND,1.9293,high,0.0,1.0,0.3,,,,,"主存地址 标记 8位 组号 4位 块内地址 12位 
Cache地址 组号 4位 块内地址 1位 
8MB=2²³B 共2³位 2kB=2¹¹B 块内地址11位 组号：32/2=16=2⁴ 有4位 标记：23-11-4=8.
(2)2D07FFH: 标记：01011010 命中Cache块2. 7F0057H: 标记：11111110 命中Cache块3.",data/csbench/student_images/CO_4/ANS_CO_647.jpg
CO_4,ANS_CO_679,P1,possible_teacher_over_score,14.0,three_way_core_score,8.95,5.05,5.05,5.0,3.05,5.0,absolute_disagreement,2.0,False,20.0,10.7,10.7,8.95,8.95,BND,0.9428,high,0.0,0.5,0.183333,,,,,"解：(1). K=1. 32=2^5 q=5. 2^5，2^?=2^4.
l=2KB=2^11B. l=11.
主存有：8MB/1KB=2^3×2^20/2^11=2^12. 12位. 12-4=8
主存：主存块标记  Cache组数  块内地址.
          8        4         11.
Cache.  Cache组数  Cache组内块数  块内地址
          4           1             11.
(2). 2D07FFH=0010 1101 0000 0111 1111 1111 去掉11位和4位得01011010
有块标记为01011010，能访问到.
7F0057H=0111 1111 0000 0000 0101 0111 去掉11位和4位得11111110.
有块标记为11111110，能访问到.",data/csbench/student_images/CO_4/ANS_CO_679.jpg
CO_4,ANS_CO_756,P1,possible_teacher_over_score,17.0,three_way_core_score,12.0,5.0,5.0,5.0,3.0,5.0,absolute_disagreement,2.0,False,20.0,12.0,12.0,12.0,12.0,POS,0.0,high,0.0,0.0,0.0,,,,,"(1)8MB=2²³×B 
32=2⁵
 采用二路组相联映像 
2KB=2¹¹×B 
组内地址11位
 2⁵/2=2⁴ 
组地址4位 
23-11-4=8位 
主存标记地址
8位 8位 4位 11位 
tag标记位 组地址 组内地址 
(2)2D07FFH=标记位为(0010 1101) 不能访问到该单元的数据 7F0057H 标记位为(0111 1111) 能访问到该单元的数据",data/csbench/student_images/CO_4/ANS_CO_756.png
CO_4,ANS_CO_725,P2,possible_teacher_over_score,16.0,three_way_core_score,4.0,12.0,12.0,5.0,10.0,5.0,absolute_disagreement|within_question_outlier,2.0,False,20.0,8.0,8.0,4.0,4.0,BND,0.0,high,0.25,0.0,0.25,a3wa_changed_score_materially,,,,"解:(1)主存地址为2^23
旧数=2^5/2=2^4
块内地址=11.组标记
∴主存：如图所示
Cache容量：2^16
cache地址如图所示
(2)2D07FFH 无法命中
7F0057H 可以命中",data/csbench/student_images/CO_4/ANS_CO_725.png
CO_4,ANS_CO_645,P2,possible_teacher_over_score,10.0,three_way_core_score,0.57,9.43,9.43,5.0,7.43,5.0,absolute_disagreement|within_question_outlier,2.0,False,20.0,2.7,2.7,0.57,0.57,BND,0.4714,high,0.3,0.25,0.3,a3wa_changed_score_materially,,,,"(1) 8MB/32=2¹⁸B 2×2KB=2¹²B ∴名存交的位数=18 位数x=12 
(2) 2D07FFH=001011010000011111111111B 不在块标记内 ∴不能访问到该单元的类文字层 7F0057H=111111100000000010111B 在块标记内 ∴能访问到该单元的数据",data/csbench/student_images/CO_4/ANS_CO_645.jpg
CO_4,ANS_CO_666,P2,possible_teacher_over_score,15.0,three_way_core_score,5.7,9.3,9.3,5.0,7.3,5.0,absolute_disagreement|within_question_outlier,2.0,False,20.0,9.7,9.7,5.7,5.7,BND,1.8856,high,0.15,1.0,0.333333,a3wa_changed_score_materially,,,,"解：主存
字块标记 组号 主存块
19(位) 4(位) 11(位)
Cache：
组号 4. 组内偏号 1 字块标记 19位
(2)：
2D07 FFH：0010 1101 0000 0111 1111 1111
拿掉第一位知，组号为：0001 为第1组，
块标记为： 0101 1010，故存在
7F 0057 H：0111 1111 0000 0000 0101 0111
组号为：0000 为第2组
找不到 块标记
故无法访问",data/csbench/student_images/CO_4/ANS_CO_666.jpg
CO_4,ANS_CO_702,P2,possible_teacher_over_score,11.0,three_way_core_score,4.7,6.3,6.3,5.0,4.3,5.0,absolute_disagreement,2.0,False,20.0,8.7,8.7,4.7,4.7,BND,2.4944,high,0.2,1.0,0.366667,a3wa_changed_score_materially|unstable_model_judgements,,,,"主存地址 组地址 块内偏移
位 8  4 11
(2) 2D 07 FFH
0010 1101 0000 0111 1111 1111
能访问块2.
7F00 57H
0111 1111 0000 0000 0101 0111
能访问块3",data/csbench/student_images/CO_4/ANS_CO_702.png
CO_4,ANS_CO_730,P2,possible_teacher_under_score,8.0,three_way_core_score,14.3,-6.3,6.3,5.0,-8.3,5.0,absolute_disagreement|within_question_outlier,2.0,False,20.0,17.3,17.3,14.3,14.3,BND,2.4944,high,0.05,1.0,0.15,a3wa_changed_score_materially|unstable_model_judgements,,,,"主存 Tag标志 块内偏移：12位 11位
Cache Tag标志位 组索引 块内偏移：8位 4位 11位
将2D07FF转换成二进制可得
0010 1101 0000 0111 1111 1111
由cache字段可知
111 1111 1111为块内偏移
0000为组索引1
010 11010为Tag块标记位
根据表可知01011010在块2内
2-组相联可知组索引应为0001
故cache无法访问到该单元的数据
将7F 0057转换成二进制可得
0111 1111 0000 0000 0101 0111
由cache字段可知
000 01010111为块内偏移
→0000为组索引1
111 11110为Tag块标记位
根据表可知111 11110为块1块3
组索引为000或0001
所以cache可以访问到
该单元的数据",data/csbench/student_images/CO_4/ANS_CO_730.png
CO_4,ANS_CO_731,P2,possible_teacher_over_score,12.0,three_way_core_score,5.7,6.3,6.3,5.0,4.3,5.0,absolute_disagreement,2.0,False,20.0,5.7,5.7,5.7,5.7,BND,1.2472,high,0.35,0.75,0.541667,rubric_mapping_risk,,,,"解 (1)设计ache地址: 
块内的地址 11位 
块的地址 1位 
组的地址 4位 
设计主存的地址: 
块内的地址 11位 
块的地址 1位 
组的地址 4位 
最外层地址 7位 
（2）解 能 能",data/csbench/student_images/CO_4/ANS_CO_731.png
CO_4,ANS_CO_685,P2,possible_teacher_over_score,8.0,three_way_core_score,2.7,5.3,5.3,5.0,3.3,5.0,absolute_disagreement,2.0,False,20.0,2.7,2.7,2.7,2.7,BND,0.9428,high,0.225,0.5,0.475,rubric_mapping_risk,,,,"8MB:2²³B
块内地址:32:2⁵ 5位
2k8×2=2¹²B 12位
所以标记位: 23-12-5=6
∴ 6位 12位 5位
标记位 12位地址 块内地址
(2)①2D07FFH
001011010 000 011111111111B
②7F0057H
0111111100000000010101111B",data/csbench/student_images/CO_4/ANS_CO_685.jpg
CO_4,ANS_CO_704,P2,possible_teacher_over_score,5.0,three_way_core_score,0.0,5.0,5.0,5.0,3.0,5.0,absolute_disagreement,2.0,False,20.0,0.0,0.0,0.0,0.0,BND,0.0,low,0.5,0.0,0.5,extraction_risk|rubric_mapping_risk,,,,"(1)由题中，主存为8MB，主存单元按字节编址。数据Cache中最多存放32个主存块，采用组相联方式进行主存-Cache地址映射，Cache每组2块，每块2KB。则…
(2)若CPU送出的地址为2D07FH时，能在Cache中访问到该单元的数据；若CPU送出的地址为7F0057H时，能在Cache中访问到该单元的数据。",data/csbench/student_images/CO_4/ANS_CO_704.png
CO_4,ANS_CO_724,P2,possible_teacher_under_score,11.0,three_way_core_score,14.7,-3.7,3.7,5.0,-5.7,5.0,within_question_outlier,2.0,False,20.0,14.7,14.7,14.7,14.7,BND,4.9889,high,0.1,1.0,0.35,unstable_model_judgements,,,,"解：(1) Cache组数为 32/2 =16块 即 2⁴ Cache组号选择字段为4位. 
每块2kB. 即块地址为 2¹¹ 11位 
Cache每组2块. 即Cache块组内选择字段为1位 ,同时Cache还有1位有效位 标为8MB 即 2²³B 每块2kB为2¹¹B 主存分为 2²²/2¹¹=2¹²块 故块的块号 选择字段为12位 cache地址如图所示，主存如图所示
(2) 2D07FFH 转化为二进制为 0010,1101,0000,0111,1111,1111不能访问到 7F0057H 转化化二进制为 0111,1111,0000,0000,0101,0111 能访问到",data/csbench/student_images/CO_4/ANS_CO_724.png
CO_4,ANS_CO_661,P2,possible_teacher_under_score,14.0,three_way_core_score,17.5,-3.5,3.5,5.0,-5.5,5.0,within_question_outlier,2.0,False,20.0,17.5,17.5,17.5,17.5,BND,1.7795,high,0.0,1.0,0.166667,,,,,"解:(1)∵Cache每个主存块2KB=2¹¹B ∴主存和Cache块内地址为11位. 
∵Cache有32个主存块,每组2个 ∴Cache内一共分2^5/2=2⁴组.
∴Cache块号为(2^(23-11))%2⁴=4位. ∴字块标记为23-11-4=8位.
∴主存地址: 8位   4位 11位 
	字块标记|组号|块内地址 
Cache地址: 1位 8位 11位 
	有效位|标记|块内地址 
(2) 2007FFH=001011010000011111111111 字块标记:01011010 
组号:0000 ⇒块0或块1 ∴未访问到
7F0057H=0111111000000001011111 字块标记:11111110
组号:0000 ⇒块0或块1 ∴访问到",data/csbench/student_images/CO_4/ANS_CO_661.jpg
CO_5,ANS_CO_270,P1,possible_teacher_over_score,10.0,three_way_core_score,0.8,9.2,9.2,3.75,8.4,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.8,0.8,0.8,0.8,POS,0.5893,high,0.0,0.416667,0.055556,,,,,"解:(1). 二地址指令中,包含操作码4位,地址码1 6位,地址码2 6位.
二地址指令12条,需要 2³<12+1<2⁴,4位操作码位数.
一地址指令包含操作码10位,地址码6位.
故一地址指令最多有 2^6-1 即 2^6-1条指令
(2). 零地址指令中包含操作码16位,地址码0位,
二地址指令12条,需要 2³<12+1<2⁴,4位操作码位数.
一地址指令254条,需要 2⁷<254+1<2⁸,8位操作码位数.
零地址指令的前段位数Pre=((2¹⁰⁻⁴-1)×2¹⁶⁻¹⁰-254)=2974,共需12位.
所以零地址指令条数最多有 2^(16-12)=2⁴条",data/csbench/student_images/CO_5/ANS_CO_270.jpg
CO_5,ANS_CO_258,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"解:
(1)总档条数=3×2¹⁰=3072条
∵二地址指令有12条,零地址指令至少1条
∴一地址指令条数=3072-12-1=3059条

(2)零地址指令条数=3072-12-254=2806条",data/csbench/student_images/CO_5/ANS_CO_258.jpg
CO_5,ANS_CO_271,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"2^(16-6)=2^10=1024(条).
1). 1024 -12 -1=1011(条).
2). 1024 -12 -254=758(条).",data/csbench/student_images/CO_5/ANS_CO_271.jpg
CO_5,ANS_CO_273,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"(1) 2^(16-10-1)=2^9=512.
512-12-1=499.
(2) 512-12-254=246.",data/csbench/student_images/CO_5/ANS_CO_273.jpg
CO_5,ANS_CO_277,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"解:分析可得:
如图所示
由距离可知:
0·x + 6·y + 12×12 
= 16x + 10y + 4x12
∴ y = 24 - 4x(x ≥ 1)        
∴ y ≤20
故最多有20条    

（2）6*256+12*12=16x+10*25+12
	x ≤56
故最多有56条",data/csbench/student_images/CO_5/ANS_CO_277.jpg
CO_5,ANS_CO_280,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.166667,0.0,0.166667,,,,,"指令码为16位.其中地址位为6位.∴操作码=16-6=10位.
(1) 指令条数=2¹⁰=1024条.
二地址指令12条.至少1条零地址指令.
∴一地址指令最多=1024-12-1=1011条.
(2) 零地址指令最多= 2¹⁰-12-254
=1024-12-254
=758条.",data/csbench/student_images/CO_5/ANS_CO_280.jpg
CO_5,ANS_CO_289,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"解:(1)2⁶×16=1024
1024-2²×12-1=975
975÷2=487.5
一地址指令最多487条
(2)(1024-2²×12)-2*254=468
零地址指令最多468条",data/csbench/student_images/CO_5/ANS_CO_289.jpg
