question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,final_calibrated_score,single_diff,avg_diff,selected_diff,final_diff,selected_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,final_gain_vs_avg,final_gain_vs_single,route,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,U_E,U_S,U_R,primary_risk,primary_mu,boundary_action
Q5,E12214062,10.0,9.0,7.3,7.3,8.35,-1.0,-2.7,-2.7,-1.65,2.7,1.65,-1.7,0.0,1.05,1.05,-0.65,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,1.6997,0.0,0.0,1.0,0.0,0.333333,0.666667,small_raise
Q5,E12214091,15.0,10.0,10.8,10.8,8.55,-5.0,-4.2,-4.2,-6.45,4.2,6.45,0.8,0.0,-2.25,-2.25,-1.45,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,1.1785,0.0,0.0,0.833333,0.0,0.277778,0.722222,large_lower
Q5,E12214098,8.0,2.5,2.3,2.3,2.3,-5.5,-5.7,-5.7,-5.7,5.7,5.7,-0.2,0.0,0.0,0.0,-0.2,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.166667,0.0,0.055556,0.944444,keep_minor_change
Q5,E12214107,8.0,5.0,1.7,1.7,1.7,-3.0,-6.3,-6.3,-6.3,6.3,6.3,-3.3,0.0,0.0,0.0,-3.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,2.357,0.0,0.0,1.0,0.0,0.333333,0.666667,keep_minor_change
Q5,E12214171,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314005,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12214212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change
Q5,E12314013,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314009,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E12314017,8.0,2.5,2.3,2.3,2.3,-5.5,-5.7,-5.7,-5.7,5.7,5.7,-0.2,0.0,0.0,0.0,-0.2,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.166667,0.0,0.055556,0.944444,keep_minor_change
Q5,E12314025,15.0,10.0,9.0,10.0,10.0,-5.0,-6.0,-5.0,-5.0,5.0,5.0,-1.0,1.0,0.0,1.0,0.0,BND,True,True,False,calculation_derivation,True,True,upper_consensus_undercredit,guarded_max_of_three,0.8165,0.0,0.0,0.666667,0.0,0.222222,0.777778,keep_minor_change
Q5,E12314029,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314021,10.0,7.0,4.0,4.0,4.0,-3.0,-6.0,-6.0,-6.0,6.0,6.0,-3.0,0.0,0.0,0.0,-3.0,NEG,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,2.9439,0.0,0.0,1.0,0.0,0.333333,0.666667,
Q5,E12314037,10.0,13.0,12.8,12.8,12.8,3.0,2.8,2.8,2.8,2.8,2.8,0.2,0.0,0.0,0.0,0.2,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.166667,0.0,0.055556,0.944444,keep_minor_change
Q5,E12314041,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E12314045,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314033,10.0,9.0,9.7,9.7,9.7,-1.0,-0.3,-0.3,-0.3,0.3,0.3,0.7,0.0,0.0,0.0,0.7,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.9428,0.0,0.0,0.666667,0.0,0.222222,0.777778,reject_raise
Q5,E12314049,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314053,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314061,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314057,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E12314069,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314073,10.0,13.0,13.0,13.0,13.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,reject_lower
Q5,E12314077,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314081,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314085,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.333333,0.0,0.333333,0.222222,0.777778,keep_minor_change
Q5,E12314065,8.0,0.0,0.7,0.7,0.7,-8.0,-7.3,-7.3,-7.3,7.3,7.3,0.7,0.0,0.0,0.0,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.9428,0.0,0.0,0.666667,0.0,0.222222,0.777778,reject_lower
Q5,E12314093,8.0,2.0,0.7,0.7,0.7,-6.0,-7.3,-7.3,-7.3,7.3,7.3,-1.3,0.0,0.0,0.0,-1.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.9428,0.0,0.0,0.666667,0.0,0.222222,0.777778,reject_raise
Q5,E12314089,8.0,3.0,2.0,3.0,3.0,-5.0,-6.0,-5.0,-5.0,5.0,5.0,-1.0,1.0,0.0,1.0,0.0,BND,True,True,False,calculation_derivation,True,True,upper_consensus_undercredit,guarded_max_of_three,1.4142,0.33,0.333333,1.0,0.333333,0.555556,0.444444,keep_minor_change
Q5,E12314101,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E12314105,10.0,12.5,12.8,12.8,12.8,2.5,2.8,2.8,2.8,2.8,2.8,-0.3,0.0,0.0,0.0,-0.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.166667,0.0,0.055556,0.944444,keep_minor_change
Q5,E12314097,15.0,12.5,12.7,12.7,12.7,-2.5,-2.3,-2.3,-2.3,2.3,2.3,0.2,0.0,0.0,0.0,0.2,POS,True,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.166667,0.0,0.055556,0.944444,
Q5,E12314113,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.666667,0.0,0.666667,0.444444,0.555556,keep_minor_change
Q5,E12314109,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E12314117,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E12314125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change
Q5,E12314121,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E12314129,8.0,2.0,0.7,0.7,0.7,-6.0,-7.3,-7.3,-7.3,7.3,7.3,-1.3,0.0,0.0,0.0,-1.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.9428,0.33,0.333333,0.666667,0.333333,0.444444,0.555556,reject_raise
Q5,E12314133,12.0,10.0,10.0,10.0,10.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E12314137,15.0,13.0,13.0,13.0,13.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314141,8.0,2.5,2.3,2.3,2.3,-5.5,-5.7,-5.7,-5.7,5.7,5.7,-0.2,0.0,0.0,0.0,-0.2,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.166667,0.0,0.055556,0.944444,keep_minor_change
Q5,E12314145,15.0,7.5,7.7,8.0,9.05,-7.5,-7.3,-7.0,-5.95,7.0,5.95,0.2,0.3,1.05,1.35,1.55,BND,True,True,False,calculation_derivation,True,True,upper_consensus_undercredit,guarded_max_of_three,0.2357,0.0,0.0,0.166667,0.0,0.055556,0.944444,auto_small_raise
Q5,E12314149,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314153,8.0,3.0,1.7,1.7,1.7,-5.0,-6.3,-6.3,-6.3,6.3,6.3,-1.3,0.0,0.0,0.0,-1.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,1.2472,0.0,0.0,1.0,0.0,0.333333,0.666667,reject_lower
Q5,E12314157,10.0,2.0,2.3,2.3,2.3,-8.0,-7.7,-7.7,-7.7,7.7,7.7,0.3,0.0,0.0,0.0,0.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.166667,0.333333,0.166667,0.222222,0.777778,keep_minor_change
Q5,E12314161,10.0,0.0,0.3,0.3,0.3,-10.0,-9.7,-9.7,-9.7,9.7,9.7,0.3,0.0,0.0,0.0,0.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,0.333333,0.0,0.111111,0.888889,keep_minor_change
Q5,E12314165,15.0,13.0,14.3,14.3,14.3,-2.0,-0.7,-0.7,-0.7,0.7,0.7,1.3,0.0,0.0,0.0,1.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.9428,0.0,0.0,0.666667,0.0,0.222222,0.777778,reject_raise
Q5,E12314169,15.0,13.0,14.3,14.3,14.3,-2.0,-0.7,-0.7,-0.7,0.7,0.7,1.3,0.0,0.0,0.0,1.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.9428,0.0,0.0,0.666667,0.0,0.222222,0.777778,reject_raise
Q5,E12314173,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314181,5.0,4.0,4.8,5.5,5.5,-1.0,-0.2,0.5,0.5,0.5,0.5,0.8,-0.3,0.0,-0.3,0.5,BND,False,False,False,calculation_derivation,True,True,upper_consensus_undercredit,guarded_max_of_three,0.6236,0.33,0.333333,0.5,0.333333,0.388889,0.611111,reject_lower
Q5,E12314185,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314177,5.0,0.0,1.5,1.5,1.5,-5.0,-3.5,-3.5,-3.5,3.5,3.5,1.5,0.0,0.0,0.0,1.5,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,1.0801,0.0,0.0,0.833333,0.0,0.277778,0.722222,reject_raise
Q5,E12314189,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314193,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E12314201,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314209,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E12314213,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E12314217,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Q5,E12314221,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.5,0.0,0.5,0.333333,0.666667,keep_minor_change
Q5,WA2324049,15.0,13.0,13.5,13.5,13.5,-2.0,-1.5,-1.5,-1.5,1.5,1.5,0.5,0.0,0.0,0.0,0.5,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4082,0.0,0.0,0.333333,0.0,0.111111,0.888889,reject_raise
Q5,E12314205,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
